Date,Track,RaceNumber,HorseNumber,HorseName,Weight,RSRLastRun,Barrier,Jockey,Odds,Trainer,RunsFromSpell,DaysSinceLastRun,LastStartFinishPosition,Distance,Age,Starts,FinishPosition,RSR,IsFirstTimeRacer
5/11/2023,Innisfail,6,5,Hello Newman,58.5,65.776089916,4,M A Butler,4.199999809,M A Dale,6,15.0,4.0,1200,4,9.0,5,62.63750005,0
5/11/2023,Innisfail,6,6,Hypothesize,58.0,41.36666754,6,Ms C Jokic,41.0,Troy Clive,2,30.0,8.0,1200,4,14.0,2,63.84166666,0
5/11/2023,Innisfail,6,7,Reliable Witness,58.0,58.45416623,8,Adam Sewell,11.0,Robert Kirkwood,0,170.0,4.0,1200,3,3.0,6,61.77916661,0
5/11/2023,Innisfail,6,8,Bells Approaching,57.0,50.802443916,10,Ms G Mc Donnell,41.0,M Adornetto,10,15.0,11.0,1200,7,32.0,4,61.89583336,0
5/11/2023,Innisfail,6,9,Wong Way,57.0,65.28496888000001,7,N Bin Yadi,19.0,M A Dale,4,15.0,5.0,1200,5,9.0,3,62.58333332,0
5/11/2023,Innisfail,6,10,Rose Of Athens,56.0,64.132655806,9,S Wilson,15.0,Scott Cooper,4,15.0,4.0,1200,6,34.0,8,49.86666689,0
5/11/2023,Innisfail,6,11,Missa Stitch,55.0,56.903147174,3,J L Taylor,41.0,F J Wieland,4,29.0,6.0,1200,4,12.0,9,46.08749978,0
5/11/2023,Innisfail,7,1,Silent Explorer,63.0,80.414999966,4,M Abe,5.5,S Massingham,4,15.0,1.0,1200,8,52.0,1,86.9,0
5/11/2023,Innisfail,7,2,Prime Ruler,58.0,74.199102646,7,Lauren Guernier,8.0,F J Wieland,8,15.0,8.0,1200,6,22.0,4,81.75416667,0
5/11/2023,Innisfail,7,3,Yes Dream,62.0,81.920925542,8,G D Kliese,3.700000048,Michael Lee,6,15.0,3.0,1200,5,19.0,2,85.64166666,0
5/11/2023,Innisfail,7,4,Bold Type,58.5,76.305957458,3,R Wiggins,3.599999905,S Massingham,3,15.0,2.0,1200,8,51.0,7,71.15416623,0
5/11/2023,Innisfail,7,5,Brilliant Mind,57.0,76.581428692,5,N Bin Yadi,9.5,S Massingham,2,15.0,4.0,1200,8,44.0,6,76.82916678,0
5/11/2023,Innisfail,7,7,Bonython,55.0,78.832261834,2,N Thomas,11.0,Sharlee Hoffman,8,22.0,3.0,1200,6,31.0,5,79.12499995,0
5/11/2023,Innisfail,7,8,Big Flash,55.0,73.154166426,1,S Wilson,10.0,Scott Cooper,3,15.0,3.0,1200,6,24.0,8,68.12499978,0
5/11/2023,Innisfail,7,9,Yulong Boom,55.0,74.429752976,6,Ms L Morrison,14.0,Trevor & Peter Rowe,14,22.0,7.0,1200,7,50.0,3,79.81249997,0
5/11/2023,Innisfail,8,1,Always Written Off,60.0,76.665973026,11,A Layt,3.299999952,A G Malliff,5,22.0,1.0,1500,5,23.0,1,73.8,0
5/11/2023,Innisfail,8,2,Barmera,60.0,66.038493194,2,Ms C Jokic,11.0,Ms J Ryan,4,15.0,7.0,1500,5,12.0,6,69.76666658,0
5/11/2023,Innisfail,8,4,Conquering Judas,58.5,68.51506849,10,R Wiggins,31.0,G R Hughes,2,24.0,2.0,1500,7,57.0,10,63.43333333,0
5/11/2023,Innisfail,8,5,Roth'n'bell,58.5,74.133009648,8,M A Butler,17.0,R T Moller,10,15.0,1.0,1500,8,57.0,7,68.19999983,0
5/11/2023,Innisfail,8,6,Impardoo,58.0,74.243486332,3,G D Kliese,9.5,A R Bailey,7,15.0,3.0,1500,4,13.0,4,70.73333331,0
5/11/2023,Innisfail,8,7,Dubai Dee,57.0,58.275186692,6,Ms G Mc Donnell,26.0,A R Bailey,1,22.0,9.0,1500,5,8.0,9,63.15,0
5/11/2023,Innisfail,8,8,Mexican Star,57.0,52.406792672,4,Rachel Shred,21.0,Michael Lee,2,22.0,7.0,1500,6,27.0,11,35.65,0
5/11/2023,Innisfail,8,9,Seefeld,55.0,59.02534175,9,Gabrielle Semmens,41.0,David Reynolds,7,24.0,7.0,1500,5,24.0,5,65.95000017,0
5/11/2023,Innisfail,8,10,From This Moment,56.0,70.2,1,Adam Sewell,6.0,Michael Geaney,17,17.0,1.0,1500,4,17.0,8,65.64999991,0
5/11/2023,Innisfail,8,11,Mirror Illusion,55.5,71.491127438,7,Ms L Morrison,3.299999952,Trevor & Peter Rowe,10,15.0,2.0,1500,4,16.0,2,70.01666666,0
5/11/2023,Innisfail,8,12,Lady Of Fortune,55.0,70.918404378,5,N Thomas,20.0,David Reynolds,18,15.0,5.0,1500,6,44.0,3,68.69999996,0
5/11/2023,Innisfail,9,1,Maranzano,61.5,53.74166667,12,Tessa Townsend,26.0,O Chillemi,2,30.0,4.0,900,5,14.0,3,75.35000007,0
5/11/2023,Innisfail,9,2,Time To Star,59.5,68.723811868,10,Gabrielle Semmens,5.0,T Button,1,15.0,4.0,900,4,5.0,2,74.05555552,0
5/11/2023,Innisfail,9,3,Zi Win,61.5,67.48421049,3,N Thomas,7.0,Trevor & Peter Rowe,0,58.0,2.0,900,5,13.0,8,70.15555585,0
5/11/2023,Innisfail,9,4,Mazzaratti,60.5,65.3,6,J L Taylor,9.0,F J Wieland,5,30.0,1.0,900,4,5.0,4,73.63333319,0
5/11/2023,Innisfail,9,5,Stormy Legend,60.5,64.79642848,9,R Wiggins,16.0,S Massingham,0,307.0,4.0,900,6,12.0,7,70.27222237,0
5/11/2023,Innisfail,9,6,Makanui,59.5,67.44893617,2,A Layt,26.0,Nicole Homann,0,224.0,4.0,900,5,15.0,10,64.58333304,0
5/11/2023,Innisfail,9,7,Mr Kobo,59.0,74.077978582,1,Ms L Morrison,2.700000048,J Russo,1,15.0,3.0,900,4,17.0,1,76.1,0
5/11/2023,Innisfail,9,8,Risked It,59.0,75.014594024,8,S Sheargold,51.0,Stephen Bush,10,15.0,1.0,900,4,17.0,6,69.68333362,0
5/11/2023,Innisfail,9,9,Sheer Illusion,59.0,57.95833333,4,S Wilson,26.0,Scott Cooper,0,107.0,7.0,900,4,9.0,9,65.10000029,0
5/11/2023,Innisfail,9,10,Sonic Light,58.5,63.174444512,5,Ms C Jokic,13.0,Dean Piccolo,6,15.0,6.0,900,4,11.0,5,71.72777792,0
5/11/2023,Innisfail,9,11,Wrongfully Wrong,58.5,70.378333374,7,M A Butler,11.0,Nicole Homann,1,15.0,2.0,900,9,25.0,11,62.25555526,0
5/11/2023,Innisfail,9,12,Show And Go,56.5,56.757142714000004,11,Ms G Mc Donnell,16.0,Ms J Ryan,0,169.0,11.0,900,4,9.0,12,53.01666638,0
5/11/2023,Mornington,1,1,Almairac,59.5,71.09999983,5,J Noonan,2.299999952,C I Brown,1,26.0,4.0,1500,4,1.0,2,82.43333331,0
5/11/2023,Mornington,1,2,Let's Roll,56.5,65.73333263,3,Luke Cartwright,41.0,C J McIver,2,9.0,6.0,1500,4,10.0,7,60.05000035,0
5/11/2023,Mornington,1,4,Mr Trafficanti,59.5,65.61785714,4,Ben Allen,3.299999952,Gavin Bedggood,4,7.0,5.0,1500,5,11.0,1,83.9,0
5/11/2023,Mornington,1,5,Piercing Threw,59.5,64.75714267,1,Carleen Hefel,26.0,Rory Hunter,1,32.0,6.0,1500,4,1.0,6,68.5000007,0
5/11/2023,Mornington,1,6,Southern Jewel,59.5,57.2714282,2,Liam Riordan,91.0,Mark & Levi Kavanagh,2,17.0,9.0,1500,4,5.0,8,47.78333193,0
5/11/2023,Mornington,1,7,Speranzoso,59.5,76.91666667,8,Jordan Childs,5.5,Clayton Douglas,2,9.0,2.0,1500,5,11.0,3,79.68333342,0
5/11/2023,Mornington,1,8,Studded,58.0,-1.0,7,J Mott,31.0,Amy & Ash Yargi,0,1095.0,-1.0,1500,3,0.0,5,67.48333298,1
5/11/2023,Mornington,1,10,Blue Chip Girl,57.5,71.57611949,6,Beau Mertens,6.5,M W Laurie,3,12.0,2.0,1500,4,7.0,4,69.83333298,0
5/11/2023,Mornington,2,1,Degreeofdifficulty,59.5,70.59583311,5,J Noonan,10.0,C I Brown,0,213.0,6.0,1000,4,3.0,3,80.0,0
5/11/2023,Mornington,2,5,Catalyse,58.0,49.54041246,2,P Gatt,26.0,Clayton Douglas,1,38.0,9.0,1000,3,1.0,4,53.77499895,0
5/11/2023,Mornington,2,6,Marble Nine,58.0,-1.0,4,Liam Riordan,2.049999952,Leon & Troy Corstens,0,1095.0,-1.0,1000,3,0.0,1,84.3,1
5/11/2023,Mornington,2,10,Our Cracklin Rosie,56.0,74.15000012,1,Zac Spain,2.599999905,S P Nichols,3,17.0,2.0,1000,3,5.0,2,81.87499997,0
5/11/2023,Mornington,3,1,Downtown Man,59.5,60.73333311,4,Ms A Herrmann,81.0,I M Pankhurst,3,14.0,9.0,1200,4,7.0,7,60.71666623,0
5/11/2023,Mornington,3,2,Macedonian Marvel,59.5,70.89999997,5,J Mott,4.0,Amy & Ash Yargi,1,18.999999999999996,2.0,1200,4,2.0000000000000018,1,76.3,0
5/11/2023,Mornington,3,4,Gallant Prince,58.0,58.34285789,2,Beau Mertens,3.0,Clayton Douglas,3,50.0,14.0,1200,3,3.0,2,73.95416667,0
5/11/2023,Mornington,3,5,Hennessey Venom,58.0,-1.0,1,Zac Spain,5.0,M W Laurie,0,1095.0,-1.0,1200,3,0.0,5,66.62083322,1
5/11/2023,Mornington,3,7,Romaji,58.0,52.19257571,3,R T Tremsal,26.0,D Binaisse,0,128.0,8.0,1200,3,2.0000000000000018,3,68.68333344,0
5/11/2023,Mornington,3,8,Tenable Choice,58.0,62.20416667,7,Carleen Hefel,81.0,D C Harrison,1,9.0,8.0,1200,3,3.0,4,68.225,0
5/11/2023,Mornington,3,10,Indaza,56.0,-1.0,6,Teodore Nugent,2.900000095,C Maher & D Eustace,0,1095.0,-1.0,1200,3,0.0,6,64.79166678,1
5/11/2023,Mornington,4,3,Lady Of Savoy,57.0,63.1083329,4,J Mott,3.400000095,M W Laurie,0,146.0,6.0,1200,3,2.0000000000000018,2,72.74166666,0
5/11/2023,Mornington,4,4,Mishare,57.0,59.525,8,W F Pinn,21.0,S B Laming,0,140.0,4.0,1200,3,1.0,4,67.24166689,0
5/11/2023,Mornington,4,5,Miss Roumbini,57.0,72.75833322,7,Jordan Childs,2.400000095,M G Price & M C Kent,1,21.0,3.0,1200,3,1.0,1,73.2,0
5/11/2023,Mornington,4,8,Petite Avion,57.0,61.22499948,3,Carleen Hefel,15.0,A R McGregor,1,26.0,8.0,1200,3,1.0,5,63.11666645,0
5/11/2023,Mornington,4,9,Pipi Road,57.0,-1.0,2,Matthew Cartwright,12.0,Ms C Alderson,0,1095.0,-1.0,1200,3,0.0,7,57.61666623,1
5/11/2023,Mornington,4,10,Shimshalar,57.0,57.69909886,6,P Gatt,21.0,Clayton Douglas,1,25.0,5.0,1200,3,2.0000000000000018,8,36.99166623,0
5/11/2023,Mornington,4,11,Starscent,57.0,67.46666689,1,Will Price,16.0,Annabel Neasham,0,171.0,3.0,1200,3,2.0000000000000018,6,62.19999956,0
5/11/2023,Mornington,4,13,Tuscan Storey,55.0,-1.0,5,Tatum Bull,6.0,P G Moody & Katherine Coleman,0,1095.0,-1.0,1200,3,0.0,3,65.87083333,1
5/11/2023,Mornington,5,1,Raid The Bar,63.0,73.95,3,Campbell Rawiller,5.5,Andrew Perdon,13,9.0,2.0,2400,6,39.0,3,80.05,0
5/11/2023,Mornington,5,2,Keevs,58.5,73.1,9,Makisha Salter,14.0,R J Blacker,12,23.0,1.0,2400,5,12.0,6,72.24999971,0
5/11/2023,Mornington,5,3,Apache Thunder,58.0,73.10000029,1,Luke Cartwright,8.5,M G Price & M C Kent,2,21.0,5.0,2400,5,5.0,4,72.59999971,0
5/11/2023,Mornington,5,4,Omeo,61.0,67.50000029,6,J Mott,9.0,M C Kent,0,191.0,4.0,2400,5,4.0,2,80.7,0
5/11/2023,Mornington,5,5,Black Penn,60.0,74.85000004,4,Ben Allen,2.0,G Eurell,4,8.0,3.0,2400,6,22.0,5,73.44999971,0
5/11/2023,Mornington,5,7,Arabica,56.0,62.29999971,7,Thomas Prebble,26.0,Michelle Payne,4,21.0,9.0,2400,6,6.0,9,19.849997709999997,0
5/11/2023,Mornington,5,8,Dictionary,59.0,73.24999993,5,Teodore Nugent,10.0,J F Moloney,6,12.0,3.0,2400,4,15.0,1,83.6,0
5/11/2023,Mornington,5,9,Gymkerrie,58.5,30.80000114,8,P Gatt,61.0,Jacqui Sims,12,8.0,10.0,2400,5,18.0,8,66.99999971,0
5/11/2023,Mornington,5,10,Stark Raving,55.5,74.05,2,W F Pinn,17.0,Simone Walker,19,8.0,2.0,2400,5,30.0,7,65.64999943,0
5/11/2023,Mornington,6,4,Van Roy,56.5,69.753125,2,Luke Cartwright,21.0,David Brideoake & Matt Jenkins,0,132.0,8.0,1200,5,18.0,3,76.82916678,0
5/11/2023,Mornington,6,5,Freakofnature,59.0,61.99615385,5,J Mott,3.799999952,Jason Warren,0,221.0,5.0,1200,3,3.0,4,77.91249989,0
5/11/2023,Mornington,6,6,Lady Di Di,58.5,85.25000024,3,Ben Allen,1.5,C I Brown,2,18.0,5.0,1200,4,9.0,1,83.7,0
5/11/2023,Mornington,6,7,Valenki,58.5,74.74642838,4,J Noonan,9.0,Clayton Douglas,0,168.0,5.0,1200,4,6.0,5,69.4916671,0
5/11/2023,Mornington,6,10,Tactfull,56.5,64.89197596,1,Carleen Hefel,16.0,Rory Hunter,0,133.0,6.0,1200,6,20.0,2,77.51666667,0
5/11/2023,Mornington,7,1,Unfair Dismissal,57.0,85.725,8,Jessica Booth,10.0,D M Noonan,7,22.0,6.0,1600,8,67.0,2,79.85624999,0
5/11/2023,Mornington,7,2,Inthelapofthegods,60.5,76.9,1,Thomas Stockdale,3.599999905,Nathan Dunn,1,12.0,1.0,1600,7,28.0,6,76.125,0
5/11/2023,Mornington,7,3,Mishika,60.5,77.4,2,J Mott,3.400000095,Luke Oliver,4,15.0,4.0,1600,6,19.0,1,83.0,0
5/11/2023,Mornington,7,5,Inordinate,59.0,75.03275855,6,Teodore Nugent,12.0,Gavin Bedggood,5,25.0,6.0,1600,6,25.0,8,72.69062467,0
5/11/2023,Mornington,7,6,Jumpin' Jaguar,56.5,73.49999993,4,Alana Kelly,31.0,K T Bourke,0,232.0,5.0,1600,6,29.0,5,74.98750008,0
5/11/2023,Mornington,7,7,Allyrock,56.0,79.74999986,5,J Noonan,18.0,Reece Goodwin,0,301.0,4.0,1600,6,14.0,7,72.35312516,0
5/11/2023,Mornington,7,8,La Gioia,56.0,69.01874984,7,Beau Mertens,5.0,Jason Warren,1,16.0,4.0,1600,4,12.0,4,76.30625008,0
5/11/2023,Mornington,7,10,Diamanda,53.0,76.8,3,Tianni Chapman,7.0,M T Binney,6,9.0,1.0,1600,7,35.0,3,74.59375004,0
5/11/2023,Mornington,8,1,Kaptain Kaos,61.0,74.65,6,Fred W Kersley,15.0,L Smith,2,22.0,7.0,1600,6,27.0,2,92.92499998,0
5/11/2023,Mornington,8,2,Lyrical Lad,57.0,74.48437533,7,J Mott,10.0,P Stokes,3,14.0,8.0,1600,6,24.0,5,83.88125033,0
5/11/2023,Mornington,8,3,Blazerro,54.0,82.85000014,1,Beau Mertens,2.400000095,Annabel Neasham,6,16.0,4.0,1600,5,25.0,3,84.403125,0
5/11/2023,Mornington,8,4,Rhinoceros,54.0,87.9,5,J Noonan,3.400000095,E & D Browne,6,16.0,1.0,1600,5,30.0,1,88.7,0
5/11/2023,Mornington,8,5,Electric Belle,54.0,87.06250009,3,Will Price,8.5,Alexander Rae,7,18.0,5.0,1600,6,32.0,4,81.825,0
5/11/2023,Mornington,8,6,Rambler Rebel,54.0,86.5,2,Ms J Beriman,7.0,Michelle Payne,4,30.0,5.0,1600,8,33.0,7,67.73125033,0
5/11/2023,Mornington,8,7,Blazing Rebel,54.0,54.15000114,4,Ms W Costin,26.0,David Brideoake & Matt Jenkins,0,130.0,8.0,1600,7,19.0,6,76.32500033,0
5/11/2023,Mornington,9,1,Midnight Charm,62.0,79.25000013,2,Tatum Bull,2.400000095,Clayton Douglas,1,36.0,2.0,1000,5,12.0,3,79.87499993,0
5/11/2023,Mornington,9,2,Tax Free Prophet,60.0,77.69999987,6,Makisha Salter,9.5,Jason Warren,0,102.0,5.0,1000,6,28.0,5,74.15000026,0
5/11/2023,Mornington,9,3,Elite Legacy,58.0,70.82499948,8,Ms D Keane,26.0,A W Noonan,1,16.0,9.0,1000,9,39.0,2,76.95,0
5/11/2023,Mornington,9,4,Mr Tickles,61.0,78.77916667,3,J Mott,4.0,John McArdle,3,16.0,3.0,1000,4,10.0,7,71.65000013,0
5/11/2023,Mornington,9,6,The Javelin,60.5,62.39999948,7,R T Tremsal,31.0,D Binaisse,1,17.0,9.0,1000,6,12.0,4,75.92500026,0
5/11/2023,Mornington,9,9,Arroance,58.5,54.08095238,5,W F Pinn,21.0,M A Bell,0,463.0,13.0,1000,6,18.0,6,70.20000026,0
5/11/2023,Mornington,9,11,Valois,57.5,71.45000013,1,Beau Mertens,9.0,C I Brown,1,39.0,2.0,1000,3,2.0000000000000018,1,79.3,0
5/11/2023,Mornington,9,13,Kaido,58.5,74.925,4,B Mc Dougall,5.0,C W McDonald,1,26.0,2.0,1000,5,7.0,8,64.975,0
5/11/2023,Muswellbrook,1,1,Vis I Do,59.5,70.64166666,7,Braith Nock,6.0,Melissa Dennett,1,23.0,2.0,1280,4,10.0,3,71.75546872,0
5/11/2023,Muswellbrook,1,2,Burraneer Buoy,60.5,69.74166667,1,A Bullock,2.5,T S Howlett,0,239.00000000000006,5.0,1280,4,7.0,4,71.2664063,0
5/11/2023,Muswellbrook,1,3,Hiraishin,58.0,65.09999988,3,C J Hillier,6.0,R P Northam,2,9.0,4.0,1280,5,25.0,1,71.2,0
5/11/2023,Muswellbrook,1,4,Mazita,59.5,72.67500019,2,Ashley Morgan,4.800000191,Lyle Chandler,0,149.0,3.0,1280,4,4.0,6,70.0367187,0
5/11/2023,Muswellbrook,1,5,Briefly,59.0,70.9833333,5,G Buckley,12.0,C R Clegg,1,20.0,3.0,1280,6,19.0,7,60.18359375,0
5/11/2023,Muswellbrook,1,6,Capital Gamble,58.0,58.34166689,4,R Hutchings,11.0,S C Jones,2,20.0,5.0,1280,5,11.0,5,69.2664063,0
5/11/2023,Muswellbrook,1,7,Imperioness,58.0,63.61071447,6,J Pracey-Holmes,16.0,Cameron Crockett,3,23.0,6.0,1280,5,13.0,2,70.98515625,0
5/11/2023,Muswellbrook,2,2,Casual Mood,58.5,66.07500019,4,A Bullock,3.200000048,M D Griffith,5,6.0,3.0,1500,5,5.0,2,66.26666662,0
5/11/2023,Muswellbrook,2,5,All Bout Dad,57.0,50.94999965,2,L Magorrian,51.0,N F Boland,4,13.0,10.0,1500,5,9.0,5,51.31666597,0
5/11/2023,Muswellbrook,2,6,Boys Cry,55.0,62.63333342,3,Jayden Barrie,5.5,Ms J Bowen,5,13.0,3.0,1500,5,20.0,4,60.35000009,0
5/11/2023,Muswellbrook,2,7,Dalante,57.0,51.964988632,7,D Mc Lellan,91.0,M J Lunn,8,29.0,9.0,1500,6,27.0,7,43.43333403,0
5/11/2023,Muswellbrook,2,8,Ginger Mick,57.0,61.96785714,1,Ms M Weir,6.5,T S Howlett,4,16.0,6.0,1500,5,14.0,6,48.19999965,0
5/11/2023,Muswellbrook,2,9,Magic Pharoah,57.0,55.79999971,5,Mitchell Bell,2.5,Lou Mary,0,202.0,11.0,1500,4,6.0,1,68.0,0
5/11/2023,Muswellbrook,2,10,Suncraft,57.0,57.5499998,6,G Buckley,9.5,L J Fairhall,4,13.0,6.0,1500,5,13.0,3,62.5,0
5/11/2023,Muswellbrook,3,1,Amazing Nicci,61.0,70.90000024,8,Julia Presits,5.5,G Portelli,5,17.0,7.0,1000,5,24.0,4,67.72499948,0
5/11/2023,Muswellbrook,3,2,Astrolith,61.0,65.74999976,6,Ms M Weir,20.0,Michelle Fleming,5,14.0,6.0,1000,5,16.0,6,64.97499948,0
5/11/2023,Muswellbrook,3,3,Midnight Dream,61.0,70.16923077,5,A Bullock,4.199999809,Paul Clisby,6,37.0,3.0,1000,5,19.0,2,74.60000013,0
5/11/2023,Muswellbrook,3,4,Smart And Dapper,61.0,68.07500044,2,J Pracey-Holmes,2.599999905,Brett Thompson,3,14.0,4.0,1000,4,8.0,1,82.3,0
5/11/2023,Muswellbrook,3,5,Yourjokingme Right,61.0,48.17984007,7,D Mc Lellan,6.5,K A Lees,0,167.0,9.0,1000,6,16.0,5,67.44999974,0
5/11/2023,Muswellbrook,3,7,Titan Star,60.0,57.90000024,3,H Van Der Hoven,9.0,M F Van Gestel,71,9.0,8.0,1000,6,91.0,3,69.67499948,0
5/11/2023,Muswellbrook,3,8,Prefer To Be Ready,57.5,59.4,4,Benjamin Osmond,26.0,Jay Hopkins,0,159.0,8.0,1000,5,16.0,7,57.5,0
5/11/2023,Muswellbrook,3,10,Elusive Babbz,55.0,55.18333304,1,G Buckley,41.0,R E Ollerton,3,22.0,7.0,1000,6,20.0,8,44.77500105,0
5/11/2023,Muswellbrook,4,1,Silvery Warrior,59.0,65.99375016,9,R Hutchings,6.0,D Wagstaff,9,8.0,3.0,1750,7,13.0,8,39.71428451999999,0
5/11/2023,Muswellbrook,4,2,Man Of Heart,59.0,52.11428571,10,A Bullock,3.599999905,Stephen Sutherland,2,9.0,5.0,1750,5,16.0,3,62.5000003,0
5/11/2023,Muswellbrook,4,3,Seasonal Spirit,59.0,57.52499963,6,L Magorrian,26.0,M J Lunn,5,6.0,5.0,1750,4,9.0,10,30.28571309,0
5/11/2023,Muswellbrook,4,4,Miss Monopoly,57.0,59.50625,1,Ms M Weir,14.0,Kelly Milliner,3,23.0,8.0,1750,4,8.0,4,59.95714256,0
5/11/2023,Muswellbrook,4,5,Best Of Maher,56.5,61.35,5,J Pracey-Holmes,6.5,Luke A Thomas,2,13.0,5.0,1750,4,5.0,2,61.6,0
5/11/2023,Muswellbrook,4,6,Hillbilly Pickin',56.5,59.19642857,7,H Van Der Hoven,18.0,J A Steinmetz,6,9.0,9.0,1750,6,28.0,5,56.41428541,0
5/11/2023,Muswellbrook,4,7,Octha,56.5,61.83437467,4,A Gibbons,26.0,S Farley,5,26.0,9.0,1750,5,20.0,6,52.48571399,0
5/11/2023,Muswellbrook,4,9,Annoint,55.0,66.87187516,8,Ashley Morgan,8.0,G D Hickman,3,15.0,7.0,1750,3,3.0,7,46.88571369,0
5/11/2023,Muswellbrook,4,11,Flying Deel,55.0,69.7000004,2,Ms J Taylor,3.5,P M Perry,2,20.0,3.0,1750,3,2.0000000000000018,1,65.9,0
5/11/2023,Muswellbrook,4,12,Opal Esme,56.0,36.91538381,3,D Mc Lellan,151.0,Cassandra Stummer,1,27.0,9.0,1750,3,2.0000000000000018,9,32.5999988,0
5/11/2023,Muswellbrook,5,2,Zippy Zoo,59.0,75.8833333,1,Ashley Morgan,5.0,Matthew Smith,0,145.0,2.0,1000,4,5.0,1,73.9,0
5/11/2023,Muswellbrook,5,3,Cumnock,58.0,65.35000026,4,J Pracey-Holmes,9.0,Brett Thompson,1,13.0,3.0,1000,4,5.0,9,44.77499948,0
5/11/2023,Muswellbrook,5,4,Dressed To Kill,57.0,61.7,5,R Hutchings,6.5,Cody Morgan,1,23.0,1.0,1000,4,6.0,4,68.175,0
5/11/2023,Muswellbrook,5,7,Crown Guinea,56.5,55.98888918,6,Mitchell Bell,11.0,Nathan Doyle,1,20.0,10.0,1000,4,2.0000000000000018,5,66.12500026,0
5/11/2023,Muswellbrook,5,8,Harbour Gold,54.5,62.69166672,7,Braith Nock,3.299999952,B F Cavanough,2,20.0,3.0,1000,3,2.0000000000000018,6,62.87499987,0
5/11/2023,Muswellbrook,5,10,Sunday Bell,57.0,67.07222237,9,L Magorrian,16.0,N F Boland,2,18.999999999999996,4.0,1000,4,8.0,7,62.12499987,0
5/11/2023,Muswellbrook,5,11,Zoe Shark,52.5,55.20416667,8,Camille Houlgatte,6.5,P M Perry,0,217.0,12.0,1000,4,5.0,3,67.325,0
5/11/2023,Muswellbrook,5,12,A Tender Lady,55.0,71.11041665,3,Ms J Taylor,26.0,G McFarlane,9,22.0,1.0,1000,6,22.0,8,55.575,0
5/11/2023,Muswellbrook,5,13,Lanks,55.0,61.85000052,10,Jayden Barrie,51.0,P M Farrell,0,72.0,7.0,1000,5,29.0,10,38.79999895,0
5/11/2023,Muswellbrook,6,1,Amicus Curiae,60.0,70.925,8,Mitch Stapleford,19.0,M D Griffith,4,14.0,5.0,1500,6,30.0,4,76.18333342,0
5/11/2023,Muswellbrook,6,5,Touch Of Navy,58.0,67.10714285,2,Emma Ly,5.0,John Bannister,7,9.0,2.0,1500,4,11.0,2,78.61666666,0
5/11/2023,Muswellbrook,6,6,Heika,59.5,65.1,3,A Bullock,1.75,P Messara & L Gavranich,1,20.0,1.0,1500,4,4.0,1,80.0,0
5/11/2023,Muswellbrook,6,7,Lady Superspy,59.0,70.96071419,6,Mitchell Bell,21.0,T J Bartley,1,20.0,5.0,1500,6,22.0,3,75.93333333,0
5/11/2023,Muswellbrook,6,8,Daksha,55.5,69.28888903,7,Cobi Vitler,26.0,Lyle Chandler,10,15.0,11.0,1500,7,28.0,8,65.8,0
5/11/2023,Muswellbrook,6,9,Hammoon Thunder,58.5,66.41250022,5,G Buckley,12.0,R P Northam,1,14.0,5.0,1500,4,9.0,7,72.23333342,0
5/11/2023,Muswellbrook,6,10,Takara Star,57.5,71.57734375,1,Ashley Morgan,6.0,Ms K Buchanan,1,34.0,4.0,1500,5,7.0,5,73.26666675,0
5/11/2023,Muswellbrook,6,11,Our Cousin Al,54.0,66.89062459,4,Braith Nock,21.0,S Farley,4,13.0,9.0,1500,7,34.0,6,70.46666675,0
5/11/2023,Muswellbrook,7,1,Another Val,59.0,58.44615344,3,D Mc Lellan,3.900000095,K A Lees,1,26.0,6.0,1280,4,9.0,4,55.4249999,0
5/11/2023,Muswellbrook,7,3,Oakfield Hawk,57.5,-1.0,7,A Gibbons,16.0,K A Lees,0,1095.0,-1.0,1280,3,0.0,5,53.7953123,1
5/11/2023,Muswellbrook,7,4,Regatta,58.0,66.04999988,6,A Bullock,2.799999952,P Messara & L Gavranich,2,20.0,3.0,1280,3,2.0000000000000018,1,61.5,0
5/11/2023,Muswellbrook,7,7,Ranhita,57.0,64.63912998,9,Anna Roper,13.0,Ms L Munce,5,6.0,5.0,1280,5,12.0,2,59.84062499,0
5/11/2023,Muswellbrook,7,8,Bedtime,55.5,55.74752475,5,G Buckley,16.0,Matthew Smith,2,17.0,4.0,1280,3,3.0,6,51.98046875,0
5/11/2023,Muswellbrook,7,10,Cup Of Ambition,55.5,49.74444474,10,Ms J Taylor,101.0,P M Perry,3,13.0,7.0,1280,3,4.0,9,41.88281291,0
5/11/2023,Muswellbrook,7,11,Luna Lee,55.5,44.7826087,11,Ms M Weir,71.0,P M Perry,2,6.0,9.0,1280,3,2.0000000000000018,8,44.89062459,0
5/11/2023,Muswellbrook,7,13,Sweet Proposal,55.5,60.275,1,H Van Der Hoven,4.199999809,Annabel Neasham,1,17.0,6.0,1280,3,3.0,3,57.1367187,0
5/11/2023,Muswellbrook,7,15,French Delivery,57.0,64.009613032,4,Braith Nock,81.0,G McFarlane,1,22.0,3.0,1280,4,6.0,7,49.31328084,0
5/11/2023,Muswellbrook,7,20,Never Yield,57.0,43.49999883000001,2,Ms K Adams,101.0,Darren Treacy,0,518.0,12.0,1280,4,1.0,10,35.99296875,0
4/11/2023,Ascot,1,1,Emerald Trader,60.0,76.56785719,7,P Knuckey,8.5,L J Watson,1,14.0,6.0,1600,6,14.0,4,82.37499984,0
